locality_name,bhks,per_sq_ft_area,price_per_sq_ft_area,construction_status,price,appt_name,appt_link
paldi,2,1800,3333,Ready to move,5999400,Swastik Scarlet Repose,https://www.makaan.com/ahmedabad/swastik-homes-scarlet-repose-in-paldi-1911559
paldi,3,2115,5200,Ready to move,10998000,Celebrity Projects Homes,https://www.makaan.com/ahmedabad/celebrity-projects-homes-in-paldi-2016921
paldi,3,1935,5167,Ready to move,9998145,Suvas Kanchan,https://www.makaan.com/ahmedabad/suvas-infrastructure-kanchan-in-paldi-2028114
paldi,4,3636,4885,Under Construction,17761860,Arihant Nandini Heights,https://www.makaan.com/ahmedabad/arihant-developers-ahmedabad-nandini-heights-in-paldi-3139885
paldi,3,1800,4444,Under Construction,7999200,Mahavir Sai Status Tagore Residency,https://www.makaan.com/ahmedabad/shri-mahavir-developers-sai-status-tagore-residency-in-paldi-1314843
paldi,3,3600,3611,Ready to move,12999600,Reputed Builder Indraprastha Apartment,https://www.makaan.com/ahmedabad/reputed-builder-indraprastha-apartment-in-paldi-1517619
paldi,3,1809,4145,Ready to move,7498305,Sukrut Sukrut 2,https://www.makaan.com/ahmedabad/sukrut-developers-sukrut-2-in-paldi-658118
paldi,2,1368,4897,Ready to move,6699096,Celebrity Projects Homes,https://www.makaan.com/ahmedabad/celebrity-projects-homes-in-paldi-2016921
paldi,3,1600,5312,Ready to move,8499200,A K Chandraraj Apartments,https://www.makaan.com/ahmedabad/a-k-infrastructure-chandraraj-apartments-in-paldi-3326682
paldi,3,1800,4111,Ready to move,7399800,Shree Pushkar 1,https://www.makaan.com/ahmedabad/shree-pushkar-construction-1-in-paldi-1451615
paldi,2,990,5252,Ready to move,5199480,Aadinath Rushabh 21 Gopinath,https://www.makaan.com/ahmedabad/aadinath-infracon-rushabh-21-gopinath-in-paldi-3376893
paldi,3,1700,4411,Ready to move,7498700,Vyansi Aurra Sky,https://www.makaan.com/ahmedabad/vyansi-buildcon-aurra-sky-in-paldi-3456137
paldi,3,2200,3545,Ready to move,7799000,Samarpaye Sanatan Sarathi,https://www.makaan.com/ahmedabad/samarpaye-real-estate-ventures-sanatan-sarathi-in-paldi-3349085
paldi,2,1287,3613,Ready to move,4649931,Shri Parshva Uday Flat,https://www.makaan.com/ahmedabad/shri-parshva-corporation-uday-flat-in-paldi-3371646
paldi,2,945,4867,Ready to move,4599315,Radhekrishna Aryan Elegance,https://www.makaan.com/ahmedabad/radhekrishna-management-aryan-elegance-in-paldi-3371376
paldi,3,2025,5925,Ready to move,11998125,Samarpaye Sanatan Sarathi,https://www.makaan.com/ahmedabad/samarpaye-real-estate-ventures-sanatan-sarathi-in-paldi-3349085
paldi,2,1260,4166,Ready to move,5249160,Radhekrishna Aryan Elegance,https://www.makaan.com/ahmedabad/radhekrishna-management-aryan-elegance-in-paldi-3371376
paldi,2,1260,4761,Ready to move,5998860, Anant Shiv Residency,https://www.makaan.com/ahmedabad/rhythm-construction-and-anshul-infrastructure-anant-shiv-residency-in-paldi-1438288
paldi,3,1800,4166,Ready to move,7498800,GB Ankur Apartment,https://www.makaan.com/ahmedabad/gb-builders-kolkata-ankur-apartment-in-paldi-1804702
paldi,3,1602,5930,Ready to move,9499860,Radhekrishna Aryan Elegance,https://www.makaan.com/ahmedabad/radhekrishna-management-aryan-elegance-in-paldi-3371376
paldi,3,1750,6857,Ready to move,11999750,Panchtara Tirth Grandeur,https://www.makaan.com/ahmedabad/panchtara-construction-tirth-grandeur-in-paldi-1857810
paldi,3,1935,4909,Ready to move,9498915,Vrajansh Shrut Ratnakar,https://www.makaan.com/ahmedabad/vrajansh-smart-space-shrut-ratnakar-in-paldi-3047905
paldi,4,3450,5072,Ready to move,17498400,Shri Parshva Orion,https://www.makaan.com/ahmedabad/shri-parshva-corporation-orion-in-paldi-2019634
paldi,3,1112,7171,Under Construction,7974152,Reputed Builder Indraprastha Apartment,https://www.makaan.com/ahmedabad/reputed-builder-indraprastha-apartment-in-paldi-1517619
paldi,3,1305,4291,Ready to move,5599755,Vyansi Aurra Sky,https://www.makaan.com/ahmedabad/vyansi-buildcon-aurra-sky-in-paldi-3456137
paldi,2,1050,4761,Ready to move,4999050,Vrajansh Shrut Ratnakar,https://www.makaan.com/ahmedabad/vrajansh-smart-space-shrut-ratnakar-in-paldi-3047905
paldi,2,1200,3750,Ready to move,4500000,Radhekrishna Aryan Elegance,https://www.makaan.com/ahmedabad/radhekrishna-management-aryan-elegance-in-paldi-3371376
paldi,3,1746,4009,Ready to move,6999714,SS Shalin Prima,https://www.makaan.com/ahmedabad/ss-infrabuild-shalin-prima-in-paldi-3349009
paldi,2,1500,4000,Ready to move,6000000,Radhekrishna Aryan Elegance,https://www.makaan.com/ahmedabad/radhekrishna-management-aryan-elegance-in-paldi-3371376
paldi,3,1935,4909,Ready to move,9498915,Radhekrishna Aryan Elegance,https://www.makaan.com/ahmedabad/radhekrishna-management-aryan-elegance-in-paldi-3371376
paldi,2,1332,4579,Ready to move,6099228,Radhekrishna Aryan Elegance,https://www.makaan.com/ahmedabad/radhekrishna-management-aryan-elegance-in-paldi-3371376
paldi,2,1125,3733,Ready to move,4199625,Radhekrishna Aryan Elegance,https://www.makaan.com/ahmedabad/radhekrishna-management-aryan-elegance-in-paldi-3371376
paldi,2,1155,3896,Ready to move,4499880,Shri Parshva Orion,https://www.makaan.com/ahmedabad/shri-parshva-corporation-orion-in-paldi-2019634
paldi,2,581,6882,Ready to move,3998442,V P Akshar Paradise,https://www.makaan.com/ahmedabad/v-p-buildcon-akshar-paradise-in-paldi-3416426
paldi,2,990,3636,Ready to move,3599640,SS Shalin Prima,https://www.makaan.com/ahmedabad/ss-infrabuild-shalin-prima-in-paldi-3349009
paldi,3,1935,5736,Ready to move,11099160,SS Shalin Prima,https://www.makaan.com/ahmedabad/ss-infrabuild-shalin-prima-in-paldi-3349009
paldi,2,1080,5092,Ready to move,5499360,SCF Shalin Palette,https://www.makaan.com/ahmedabad/scf-buildcon-shalin-palette-in-paldi-3135150
navrangpura,2,1142,4378,Ready to move,4999676,Exce Nirvana Arise,https://www.makaan.com/ahmedabad/excel-life-space-nirvana-arise-in-navrangpura-3356451
navrangpura,3,1890,6772,Ready to move,12799080,Exce Nirvana Arise,https://www.makaan.com/ahmedabad/excel-life-space-nirvana-arise-in-navrangpura-3356451
navrangpura,2,1300,4692,Ready to move,6099600,Samved Alpine Heights,https://www.makaan.com/ahmedabad/samved-engineers-alpine-heights-in-navrangpura-650400
navrangpura,3,1809,4919,Ready to move,8898471,Vallabh Kesar Harmony,https://www.makaan.com/ahmedabad/vallabh-infrastructure-kesar-harmony-in-navrangpura-1857632
navrangpura,3,2070,4589,Ready to move,9499230,Setu Karmyog Heights,https://www.makaan.com/ahmedabad/setu-karmyog-heights-in-navrangpura-1850055
navrangpura,3,1710,6432,Ready to move,10998720,Swara Skyline,https://www.makaan.com/ahmedabad/swara-group-navrangpura-skyline-in-navrangpura-3322219
navrangpura,3,1620,4382,Ready to move,7098840,Swara Skyline,https://www.makaan.com/ahmedabad/swara-group-navrangpura-skyline-in-navrangpura-3322219
navrangpura,2,1332,4579,Ready to move,6099228,Aakar Shree Kunj Residency,https://www.makaan.com/ahmedabad/aakar-builders-shree-kunj-residency-in-navrangpura-2077795
navrangpura,3,1809,4422,Ready to move,7999398,Yashasvi Elegance,https://www.makaan.com/ahmedabad/yashasvi-elegance-in-navrangpura-1474877
navrangpura,2,1341,4921,Ready to move,6599061,VR Sanidhya 18,https://www.makaan.com/ahmedabad/vr-infra-sanidhya-18-in-navrangpura-3139543
navrangpura,3,1802,6659,Ready to move,11999518,Swara Skydeck,https://www.makaan.com/ahmedabad/swara-group-navrangpura-skydeck-in-navrangpura-3162152
navrangpura,2,1241,4834,Ready to move,5998994,Swara Skygreen,https://www.makaan.com/ahmedabad/swara-group-navrangpura-skygreen-in-navrangpura-3202569
navrangpura,2,1500,5666,Ready to move,8499000,Aastha Athens,https://www.makaan.com/ahmedabad/aastha-realty-ahmedabad-athens-in-navrangpura-3378801
navrangpura,2,1500,4333,Ready to move,6499500,Synthesis Suresha Anew,https://www.makaan.com/ahmedabad/synthesis-spacelinks-suresha-anew-in-navrangpura-3245225
navrangpura,2,1260,4444,Ready to move,5599440,Aastha Athens,https://www.makaan.com/ahmedabad/aastha-realty-ahmedabad-athens-in-navrangpura-3378801
navrangpura,3,1863,4830,Ready to move,8998290,Devsiddhi Devsiddhi Lavish,https://www.makaan.com/ahmedabad/devsiddhi-group-devsiddhi-lavish-in-navrangpura-3072773
navrangpura,2,1242,3623,Ready to move,4499766,Vallabh Kesar Harmony,https://www.makaan.com/ahmedabad/vallabh-infrastructure-kesar-harmony-in-navrangpura-1857632
navrangpura,3,1500,5333,Ready to move,7999500,Samyaktava Samyak Arise,https://www.makaan.com/ahmedabad/samyaktava-developers-samyak-arise-in-navrangpura-3376659
navrangpura,3,1800,5277,Ready to move,9498600,Prakruti Apartment,https://www.makaan.com/ahmedabad/builder-prakruti-apartment-in-navrangpura-1497887
navrangpura,3,2601,4229,Ready to move,10999629,Aastha Athens,https://www.makaan.com/ahmedabad/aastha-realty-ahmedabad-athens-in-navrangpura-3378801
navrangpura,3,1980,6313,Ready to move,12499740,Devsiddhi Devsiddhi Lavish,https://www.makaan.com/ahmedabad/devsiddhi-group-devsiddhi-lavish-in-navrangpura-3072773
navrangpura,3,2268,5511,Ready to move,12498948,Devsiddhi Devsiddhi Fabula,https://www.makaan.com/ahmedabad/devsiddhi-group-devsiddhi-fabula-in-navrangpura-1805424
navrangpura,2,1125,4444,Ready to move,4999500,Rajshree Samvar 2,https://www.makaan.com/ahmedabad/rajshree-developers-ahmedabad-samvar-2-in-navrangpura-3239501
navrangpura,2,1332,4579,Ready to move,6099228,Aastha Athens,https://www.makaan.com/ahmedabad/aastha-realty-ahmedabad-athens-in-navrangpura-3378801
navrangpura,4,4418,8000,Under Construction,35344000,Swara Skygreen,https://www.makaan.com/ahmedabad/swara-group-navrangpura-skygreen-in-navrangpura-3202569
navrangpura,2,1350,4000,Under Construction,5400000,Aastha Athens,https://www.makaan.com/ahmedabad/aastha-realty-ahmedabad-athens-in-navrangpura-3378801
navrangpura,4,4022,8000,Under Construction,32176000,Aastha Athens,https://www.makaan.com/ahmedabad/aastha-realty-ahmedabad-athens-in-navrangpura-3378801
navrangpura,2,1314,4000,Under Construction,5256000,Aastha Athens,https://www.makaan.com/ahmedabad/aastha-realty-ahmedabad-athens-in-navrangpura-3378801
navrangpura,2,1395,4000,Under Construction,5580000,Devsiddhi Devsiddhi Fabula,https://www.makaan.com/ahmedabad/devsiddhi-group-devsiddhi-fabula-in-navrangpura-1805424
nikol,3,1834,5725,Ready to move,10499650,Nest Infinity Nest Infinity,https://www.makaan.com/ahmedabad/nest-infinity-nest-infinity-in-nikol-3246629
nikol,2,1200,5250,Ready to move,6300000,Nest Infinity Nest Infinity,https://www.makaan.com/ahmedabad/nest-infinity-nest-infinity-in-nikol-3246629
nikol,3,1600,4625,Ready to move,7400000,Chehar Maruti Bliss,https://www.makaan.com/ahmedabad/chehar-developers-maruti-bliss-in-nikol-1709754
nikol,3,1250,5600,Ready to move,7000000,Shreenath Bhagwat Elysium,https://www.makaan.com/ahmedabad/shreenath-infracone-bhagwat-elysium-in-nikol-3093495
nikol,3,1125,4888,Ready to move,5499000,Mayusha Shyam Parisar,https://www.makaan.com/ahmedabad/mayusha-infracon-shyam-parisar-in-nikol-1822368
nikol,3,1775,5183,Ready to move,9199825,Ramani Sarita Residency 3,https://www.makaan.com/ahmedabad/ramani-brothers-sarita-residency-3-in-nikol-1849614
nikol,4,4418,10185,Ready to move,44997330,Ramdev Devasya Status,https://www.makaan.com/ahmedabad/ramdev-buildcon-devasya-status-in-nikol-1846344
nikol,4,4400,10227,Ready to move,44998800,Shiv Ganesh Residency,https://www.makaan.com/ahmedabad/shiv-builder-ganesh-residency-in-nikol-1436380
nikol,1,630,4603,Ready to move,2899890,Satva Gokul 1,https://www.makaan.com/ahmedabad/satva-galaxy-gokul-1-in-nikol-1767086
nikol,2,1350,4444,Ready to move,5999400,Bhakti Enclave,https://www.makaan.com/ahmedabad/bhakti-enclave-in-nikol-1436331
nikol,2,1327,5275,Ready to move,6999925,Vasu Sarita Residency 2,https://www.makaan.com/ahmedabad/vasu-developers-sarita-residency-2-in-nikol-1804698
nikol,3,2034,5653,Ready to move,11498202,Bhakti Enclave,https://www.makaan.com/ahmedabad/bhakti-enclave-in-nikol-1436331
nikol,2,900,4222,Ready to move,3799800,Tulsi Xperia And Sky Forest,https://www.makaan.com/ahmedabad/tulsi-buildcon-ahmedabad-xperia-and-sky-forest-in-nikol-2033692
nikol,2,1100,3454,Ready to move,3799400,Suvas Siddhi Homes,https://www.makaan.com/ahmedabad/suvas-infrastructure-siddhi-homes-in-nikol-1859132
nikol,3,1775,4788,Ready to move,8498700,Shreenath Bhagwat Elysium,https://www.makaan.com/ahmedabad/shreenath-infracone-bhagwat-elysium-in-nikol-3093495
nikol,1,522,4980,Ready to move,2599560,Shree Ramdev Devasya Gold Plus,https://www.makaan.com/ahmedabad/shree-ramdev-developers-devasya-gold-plus-in-nikol-3116138
nikol,2,1035,5314,Ready to move,5499990,Shaligram Lake View,https://www.makaan.com/ahmedabad/shaligram-developers-lake-view-in-nikol-1891440
nikol,2,900,4444,Ready to move,3999600,Shreenath Bhagwat Elysium,https://www.makaan.com/ahmedabad/shreenath-infracone-bhagwat-elysium-in-nikol-3093495
nikol,4,4418,10185,Ready to move,44997330,Shreenath Bhagwat Elysium,https://www.makaan.com/ahmedabad/shreenath-infracone-bhagwat-elysium-in-nikol-3093495
nikol,1,558,4838,Ready to move,2699604,Skylark The Skylark,https://www.makaan.com/ahmedabad/skylark-developers-the-skylark-in-nikol-3120398
nikol,2,1350,4962,Ready to move,6698700,Gurudev Shyam Height 2,https://www.makaan.com/ahmedabad/gurudev-infra-ahmedabad-shyam-height-2-in-nikol-3246837
nikol,2,1143,5074,Ready to move,5799582,Shreem Shreem Heights,https://www.makaan.com/ahmedabad/shreem-group-ahmedabad-shreem-heights-in-nikol-2033113
nikol,3,1575,6603,Under Construction,10399725,KV Satva Shiv Elegance,https://www.makaan.com/ahmedabad/kv-developers-ahmedabad-satva-shiv-elegance-in-nikol-1989910
nikol,2,1240,4677,Ready to move,5799480,Sarthak Flora,https://www.makaan.com/ahmedabad/sarthak-developers-ahmedabad-flora-in-nikol-2009172
nikol,2,1036,4633,Ready to move,4799788,R D Sai Sharnam And Sai Platinum,https://www.makaan.com/ahmedabad/r-d-developers-sai-sharnam-and-sai-platinum-in-nikol-1856159
nikol,2,1200,4833,Ready to move,5799600,Suryam Aura,https://www.makaan.com/ahmedabad/suryam-group-aura-in-nikol-1971323
nikol,2,1220,4098,Ready to move,4999560,KV Satva Shiv Elegance,https://www.makaan.com/ahmedabad/kv-developers-ahmedabad-satva-shiv-elegance-in-nikol-1989910
nikol,2,1175,4255,Ready to move,4999625,Ramani Sarita Residency 1,https://www.makaan.com/ahmedabad/ramani-brothers-sarita-residency-1-in-nikol-1802447
nikol,2,945,5079,Ready to move,4799655, Anmol Avenue,https://www.makaan.com/ahmedabad/omro-developers-anmol-avenue-in-nikol-1451672
nikol,2,910,4395,Ready to move,3999450,Savaliya Krish Elite,https://www.makaan.com/ahmedabad/savaliya-builders-krish-elite-in-nikol-1075725
nikol,2,1143,4461,Ready to move,5098923,Savaliya Krish Gold,https://www.makaan.com/ahmedabad/savaliya-builders-krish-gold-in-nikol-665121
nikol,3,1440,8333,Ready to move,11999520,Abhilasha Heights,https://www.makaan.com/ahmedabad/abhilasha-buildcon-heights-in-nikol-1451903
nikol,3,1440,4444,Ready to move,6399360,Pushkar Grand Pushkar,https://www.makaan.com/ahmedabad/pushkar-associates-grand-pushkar-in-nikol-2046800
nikol,2,1100,4090,Ready to move,4499000,Suryam Aura,https://www.makaan.com/ahmedabad/suryam-group-aura-in-nikol-1971323
nikol,3,1845,4607,Ready to move,8499915,Savaliya Krish Elite,https://www.makaan.com/ahmedabad/savaliya-builders-krish-elite-in-nikol-1075725
nikol,2,950,3789,Ready to move,3599550,Suryam Aura,https://www.makaan.com/ahmedabad/suryam-group-aura-in-nikol-1971323
nikol,3,1620,4938,Ready to move,7999560,Savaliya Krish Elite,https://www.makaan.com/ahmedabad/savaliya-builders-krish-elite-in-nikol-1075725
nikol,2,1220,4754,Ready to move,5799880,Suryam Aura,https://www.makaan.com/ahmedabad/suryam-group-aura-in-nikol-1971323
nikol,2,1040,3942,Ready to move,4099680,Suryam Aura,https://www.makaan.com/ahmedabad/suryam-group-aura-in-nikol-1971323
nikol,3,1510,4238,Ready to move,6399380,Suryam Aura,https://www.makaan.com/ahmedabad/suryam-group-aura-in-nikol-1971323
nikol,2,811,4315,Ready to move,3499465,Suryam Aura,https://www.makaan.com/ahmedabad/suryam-group-aura-in-nikol-1971323
nikol,2,980,4591,Ready to move,4499180,Suryam Aura,https://www.makaan.com/ahmedabad/suryam-group-aura-in-nikol-1971323
nikol,2,1055,5213,Ready to move,5499715,Suryam Aura,https://www.makaan.com/ahmedabad/suryam-group-aura-in-nikol-1971323
nikol,2,1073,5405,Ready to move,5799565,Suryam Aura,https://www.makaan.com/ahmedabad/suryam-group-aura-in-nikol-1971323
nikol,3,1128,4609,Ready to move,5198952,Suryam Aura,https://www.makaan.com/ahmedabad/suryam-group-aura-in-nikol-1971323
nikol,3,1445,4844,Ready to move,6999580,Suryam Aura,https://www.makaan.com/ahmedabad/suryam-group-aura-in-nikol-1971323
naroda,2,1350,4444,Ready to move,5999400,DV Krishna Heritage,https://www.makaan.com/ahmedabad/dv-developers-ahmedabad-krishna-heritage-in-nava-naroda-3449173
naroda,2,830,4819,Ready to move,3999770,Radhe The First,https://www.makaan.com/ahmedabad/radhe-developers-ahmedabad-the-first-in-nava-naroda-3251810
naroda,2,1255,5179,Ready to move,6499645,Shashwatam Crown 80,https://www.makaan.com/ahmedabad/shashwatam-infra-crown-80-in-nava-naroda-3245367
naroda,2,1110,4054,Ready to move,4499940,Ganesh Glorious,https://www.makaan.com/ahmedabad/ganesh-infratech-glorious-in-nava-naroda-3251830
naroda,3,1157,4753,Ready to move,5499221,Orchid Orchid Sky,https://www.makaan.com/ahmedabad/orchid-group-ahmedabad-orchid-sky-in-nava-naroda-3348945
naroda,1,610,4590,Ready to move,2799900,Naroda Business Landmark And Lavish,https://www.makaan.com/ahmedabad/naroda-group-business-landmark-and-lavish-in-nava-naroda-3450081
naroda,2,729,5898,Ready to move,4299642,Sahjanand Glory,https://www.makaan.com/ahmedabad/sahjanand-group-ahmedabad-glory-in-nava-naroda-3436640
naroda,1,700,3714,Ready to move,2599800,Shreeji Elegance,https://www.makaan.com/ahmedabad/shreeji-corporation-ahmedabad-elegance-in-nava-naroda-3142844
naroda,2,1049,5243,Ready to move,5499907,Shree Ganesh Ganesh Valencia,https://www.makaan.com/ahmedabad/shree-ganesh-group-ahmedabad-ganesh-valencia-in-nava-naroda-3375384
naroda,3,1128,4875,Ready to move,5499000,Swami Prominence,https://www.makaan.com/ahmedabad/swami-developers-prominence-in-nava-naroda-3251394
naroda,2,980,4591,Ready to move,4499180,DV Krishna Heritage,https://www.makaan.com/ahmedabad/dv-developers-ahmedabad-krishna-heritage-in-nava-naroda-3449173
naroda,3,1260,5396,Ready to move,6798960,Radhe The First,https://www.makaan.com/ahmedabad/radhe-developers-ahmedabad-the-first-in-nava-naroda-3251810
naroda,2,980,4591,Ready to move,4499180,Shashwatam Crown 80,https://www.makaan.com/ahmedabad/shashwatam-infra-crown-80-in-nava-naroda-3245367
naroda,2,980,4591,Ready to move,4499180,Ganesh Glorious,https://www.makaan.com/ahmedabad/ganesh-infratech-glorious-in-nava-naroda-3251830
naroda,4,3170,6309,Under Construction,19999530,Orchid Orchid Sky,https://www.makaan.com/ahmedabad/orchid-group-ahmedabad-orchid-sky-in-nava-naroda-3348945
naroda,3,2400,6500,Under Construction,15600000,Naroda Business Landmark And Lavish,https://www.makaan.com/ahmedabad/naroda-group-business-landmark-and-lavish-in-nava-naroda-3450081
naroda,4,3440,8488,Under Construction,29198720,Shreeji Elegance,https://www.makaan.com/ahmedabad/shreeji-corporation-ahmedabad-elegance-in-nava-naroda-3142844
naroda,4,3440,8488,Under Construction,29198720,Shree Ganesh Ganesh Valencia,https://www.makaan.com/ahmedabad/shree-ganesh-group-ahmedabad-ganesh-valencia-in-nava-naroda-3375384
naroda,4,3170,6309,Ready to move,19999530,Swami Prominence,https://www.makaan.com/ahmedabad/swami-developers-prominence-in-nava-naroda-3251394
naroda,4,3170,6309,Ready to move,19999530,DV Krishna Heritage,https://www.makaan.com/ahmedabad/dv-developers-ahmedabad-krishna-heritage-in-nava-naroda-3449173
naroda,3,1850,8108,Ready to move,14999800,Radhe The First,https://www.makaan.com/ahmedabad/radhe-developers-ahmedabad-the-first-in-nava-naroda-3251810
naroda,4,3170,6940,Under Construction,21999800,Orchid Orchid Sky,https://www.makaan.com/ahmedabad/orchid-group-ahmedabad-orchid-sky-in-nava-naroda-3348945
naroda,4,3384,7476,Under Construction,25298784,Naroda Business Landmark And Lavish,https://www.makaan.com/ahmedabad/naroda-group-business-landmark-and-lavish-in-nava-naroda-3450081
naroda,4,6592,10998,Under Construction,72498816,Shree Ganesh Ganesh Valencia,https://www.makaan.com/ahmedabad/shree-ganesh-group-ahmedabad-ganesh-valencia-in-nava-naroda-3375384
naroda,4,2122,18913,Under Construction,40133386,Neelkanth Pushkar Residency,https://www.makaan.com/ahmedabad/neelkanth-developers-pushkar-residency-in-nava-naroda-3086144
naroda,4,4230,6440,Under Construction,27241200,Ashirvad Avenue,https://www.makaan.com/ahmedabad/ashirvad-developers-ahmedabad-avenue-in-nava-naroda-1850902
naroda,4,4651,7890,Under Construction,36696390,Nilkanth Shyam Enclave,https://www.makaan.com/ahmedabad/nilkanth-developer-shyam-enclave-in-nava-naroda-1715324
naroda,4,3060,7549,Ready to move,23099940,Shree Prime Hill,https://www.makaan.com/ahmedabad/shree-siddhivinayak-developers-ahmedabad-prime-hill-in-nava-naroda-3025165
naroda,5,8550,8245,Under Construction,70494750,Spelndid Murlidhar Heights,https://www.makaan.com/ahmedabad/spelndid-infrabuild-murlidhar-heights-in-nava-naroda-1882701
naroda,4,2260,13761,Ready to move,31099860,Sarjan Sky,https://www.makaan.com/ahmedabad/sarjan-infraspace-sky-in-nava-naroda-3042728
naroda,3,2250,10000,Ready to move,22500000,New Nakshtra Platinum,https://www.makaan.com/ahmedabad/new-khushi-developers-nakshtra-platinum-in-nava-naroda-3308556
naroda,5,4096,9002,Under Construction,36872192,Pallavit Jyoti Residency,https://www.makaan.com/ahmedabad/pallavit-developers-jyoti-residency-in-nava-naroda-1517510
naroda,3,1750,4457,Under Construction,7799750,Satved White Crest,https://www.makaan.com/ahmedabad/satved-infra-white-crest-in-nava-naroda-3142068
naroda,4,2970,10101,Ready to move,29999970,Skyline Copper Stone Heights,https://www.makaan.com/ahmedabad/skyline-developer-ahmedabad-copper-stone-heights-in-nava-naroda-3051498
naroda,4,2916,7000,Under Construction,20412000,Skyline Copper Stone Heights,https://www.makaan.com/ahmedabad/skyline-developer-ahmedabad-copper-stone-heights-in-nava-naroda-3051498
naroda,4,6000,10412,Under Construction,62472000,Satved Vrundavan Greens,https://www.makaan.com/ahmedabad/satved-infra-vrundavan-greens-in-nava-naroda-3365208
naroda,3,2440,7786,Under Construction,18997840,Shyam Shyamkutir 2,https://www.makaan.com/ahmedabad/shyam-enterprise-shyamkutir-2-in-nava-naroda-1910376
naroda,3,2675,9158,Ready to move,24497650,Madhav Vrund,https://www.makaan.com/ahmedabad/madhav-group-vrund-in-nava-naroda-1950111
naroda,3,1850,8648,Ready to move,15998800,Satva Satva II,https://www.makaan.com/ahmedabad/satva-galaxy-satva-ii-in-nava-naroda-663313
naroda,4,5890,10000,Under Construction,58900000,Umiya Shayona Arise,https://www.makaan.com/ahmedabad/umiya-buildcon-shayona-arise-in-nava-naroda-1844680
naroda,5,9000,13333,Under Construction,119997000,Shreeji Elegance,https://www.makaan.com/ahmedabad/shreeji-corporation-ahmedabad-elegance-in-nava-naroda-3142844
naroda,3,1850,8648,Ready to move,15998800,Vitthal Velocity,https://www.makaan.com/ahmedabad/vitthal-construction-velocity-in-nava-naroda-1459540
naroda,4,3850,18000,Ready to move,69300000,Yash Flora,https://www.makaan.com/ahmedabad/yash-group-flora-in-nava-naroda-1715266
naroda,4,6000,7083,Ready to move,42498000,NB Parshwa Residency,https://www.makaan.com/ahmedabad/new-benchmarks-parshwa-residency-in-nava-naroda-1908216
naroda,3,2050,13414,Ready to move,27498700,Dev Aashish Dev Aashish,https://www.makaan.com/ahmedabad/dev-aashish-group-dev-aashish-in-nava-naroda-1400282
naroda,3,2150,9302,Ready to move,19999300,Shree Swapnil Elegance,https://www.makaan.com/ahmedabad/shree-group-ahmedabad-swapnil-elegance-in-nava-naroda-1995445
naroda,4,5225,9994,Ready to move,52218650,Sadguru Landmark,https://www.makaan.com/ahmedabad/sadguru-landmark-landmark-in-nava-naroda-1848990
naroda,4,3170,6500,Under Construction,20605000,Ashirwad Avenue,https://www.makaan.com/ahmedabad/ashirwad-developer-avenue-in-nava-naroda-668067
naroda,4,3700,8486,Under Construction,31398200,Orchid Orchid Sky,https://www.makaan.com/ahmedabad/orchid-group-ahmedabad-orchid-sky-in-nava-naroda-3348945
naroda,4,6100,9200,Under Construction,56120000,Raghav Residency,https://www.makaan.com/ahmedabad/raghav-buildcone-residency-in-nava-naroda-1445347
naroda,4,1779,18174,Under Construction,32331546,Shree Ganesh Ganesh Valencia,https://www.makaan.com/ahmedabad/shree-ganesh-group-ahmedabad-ganesh-valencia-in-nava-naroda-3375384
naroda,4,2916,7476,Under Construction,21800016,Nilkanth Pratham Paradise,https://www.makaan.com/ahmedabad/nilkanth-developers-ahmedabad-pratham-paradise-in-nava-naroda-3059906
naroda,4,1888,18908,Under Construction,35698304,Crystal Paavan Residency,https://www.makaan.com/ahmedabad/crystal-group-ahmedabad-paavan-residency-in-nava-naroda-2008208
naroda,3,2400,6791,Ready to move,16298400,Nilkanth Shyam Enclave,https://www.makaan.com/ahmedabad/nilkanth-developer-shyam-enclave-in-nava-naroda-1715324
naroda,4,3250,6461,Under Construction,20998250,Dharmadev Swaminarayan Park,https://www.makaan.com/ahmedabad/dharmadev-swaminarayan-park-in-nava-naroda-511393
naroda,4,5895,12977,Under Construction,76499415,Preyas Satved Platinum,https://www.makaan.com/ahmedabad/preyas-infra-satved-platinum-in-nava-naroda-2075511
naroda,4,2756,9978,Ready to move,27499368,Laxmi Villa II,https://www.makaan.com/ahmedabad/laxmi-infrastructure-villa-ii-in-nava-naroda-1445319
naroda,4,3500,10285,Ready to move,35997500,Shyam Kutir,https://www.makaan.com/ahmedabad/shyam-associates-kutir-in-nava-naroda-1849106
naroda,4,6100,8245,Under Construction,50294500,Laxmi Sky City,https://www.makaan.com/ahmedabad/laxmi-infrastructure-sky-city-in-nava-naroda-1483439
naroda,3,2675,9345,Ready to move,24997875,Orchid Orchid Sky,https://www.makaan.com/ahmedabad/orchid-group-ahmedabad-orchid-sky-in-nava-naroda-3348945
naroda,4,3225,8372,Ready to move,26999700,Riddhi Siddhi Orchid Elegance,https://www.makaan.com/ahmedabad/riddhi-siddhi-developers-ahmedabad-orchid-elegance-in-nava-naroda-1807089
naroda,3,1850,8648,Ready to move,15998800,Shree Ganesh Ganesh Valencia,https://www.makaan.com/ahmedabad/shree-ganesh-group-ahmedabad-ganesh-valencia-in-nava-naroda-3375384
naroda,4,3900,9961,Ready to move,38847900,Shree Orchid Royal,https://www.makaan.com/ahmedabad/shree-parshvanath-developers-orchid-royal-in-nava-naroda-1978269
